ActualShippingDays,ExpectedShippingDays,Carrier,YShippingDistance,XShippingDistance,InBulkOrder,ShippingOrigin,OrderDate,OrderID,ShippingPriority,OnTimeDelivery,ProductId
6,7,MicroCarrier,-123,-64,Bulk Order,Salt Lake City,7/2/21,59cf41b4-7047-441e-8367-f6d2e0edd30b,Express,On Time,3438107b-60e2-4528-be3d-c51591a90424
18,17,BigBird,-70,-99,Single Order,San Francisco,3/19/21,36fbf4f5-9392-493c-9871-6c58368e2883,Standard,On Time,3438107b-60e2-4528-be3d-c51591a90424
14,15,Shipper,52,-75,Single Order,San Francisco,7/7/21,2f79842f-af17-40b7-963d-d1fcf1244070,Express,On Time,3438107b-60e2-4528-be3d-c51591a90424
14,14,Shipper,202,11,Single Order,Atlanta,10/25/21,7be9fee2-2832-42aa-b17d-875cf8525fc0,Express,On Time,3438107b-60e2-4528-be3d-c51591a90424
17,17,BigBird,34,148,Single Order,Las Vegas,2/18/20,f9c1d37b-e84b-41eb-aa7e-3f9c69b9d32b,Standard,On Time,3438107b-60e2-4528-be3d-c51591a90424
11,11,GlobalFreight,145,22,Bulk Order,Atlanta,5/14/21,f7d94b36-41e8-493a-9cbc-6b526455ba2b,Air,On Time,3438107b-60e2-4528-be3d-c51591a90424
17,16,GlobalFreight,-107,-113,Bulk Order,San Francisco,7/14/20,23462bad-bd5c-4467-bdc6-a17d427d1d74,Ground,On Time,3438107b-60e2-4528-be3d-c51591a90424
16,15,MicroCarrier,-45,-283,Single Order,Chicago,11/17/21,1488919e-e4f4-499d-ad90-850d96b11156,Ground,On Time,3438107b-60e2-4528-be3d-c51591a90424
13,13,Shipper,-23,127,Single Order,Houston,7/11/20,3f974088-6356-4798-80fe-fde93776b8ba,Air,On Time,3438107b-60e2-4528-be3d-c51591a90424
14,14,Shipper,-170,13,Single Order,Houston,8/8/20,fe40d0a6-8ea6-4de6-9f63-395e8297d730,Express,On Time,3438107b-60e2-4528-be3d-c51591a90424
24,14,BigBird,-179,-32,Single Order,Houston,4/15/21,9900d25d-05a5-41bf-a920-8390e7b3d8c2,Standard,Late,3438107b-60e2-4528-be3d-c51591a90424
16,14,Shipper,9,-283,Single Order,Houston,5/2/21,f51c01c0-124d-4164-ba8a-4edf44580dda,Standard,On Time,3438107b-60e2-4528-be3d-c51591a90424
10,11,Shipper,14,-107,Bulk Order,New York City,9/13/21,50bbf6be-9082-4d16-960b-2fc5b458937a,Express,On Time,3438107b-60e2-4528-be3d-c51591a90424
17,13,MicroCarrier,-38,257,Bulk Order,Houston,12/20/21,b190caae-5bdb-4159-933b-fe11a32bd00c,Standard,Late,3438107b-60e2-4528-be3d-c51591a90424
14,14,MicroCarrier,52,-80,Single Order,Seattle,11/26/21,662209f6-fc2e-4a46-8fa4-51a0793d505c,Standard,On Time,3438107b-60e2-4528-be3d-c51591a90424
15,14,Shipper,-161,48,Single Order,Las Vegas,8/12/21,bdd53453-2396-4f2b-b848-727437075a02,Standard,On Time,3438107b-60e2-4528-be3d-c51591a90424
19,13,Shipper,-272,-8,Bulk Order,Houston,12/2/21,dcc9e4c3-2c9f-4343-94e4-542cd3f2227c,Ground,Late,3438107b-60e2-4528-be3d-c51591a90424
10,10,Shipper,-25,-143,Bulk Order,New York City,1/28/20,37124522-9c1a-4c2e-8e10-6d7b6656d084,Express,On Time,3438107b-60e2-4528-be3d-c51591a90424
15,13,MicroCarrier,-27,392,Bulk Order,Seattle,1/26/21,1394e0d7-6438-47e2-bd13-50da2de5c952,Standard,On Time,3438107b-60e2-4528-be3d-c51591a90424
12,12,MicroCarrier,39,-115,Bulk Order,Las Vegas,10/3/20,56b718b0-6737-4338-8225-aa9df43bb344,Air,On Time,3438107b-60e2-4528-be3d-c51591a90424
12,12,GlobalFreight,-61,-45,Bulk Order,Atlanta,9/3/21,b5f6ffd9-092d-4c54-92ca-54495cca50b1,Air,On Time,3438107b-60e2-4528-be3d-c51591a90424
13,13,MicroCarrier,-80,64,Single Order,Houston,4/24/21,62ed6c04-3ac8-484e-a940-3595e688f9e9,Express,On Time,3438107b-60e2-4528-be3d-c51591a90424
14,14,MicroCarrier,-50,-142,Single Order,Chicago,12/18/20,1e035564-2d74-40b7-aa42-b7e37d751b0d,Air,On Time,3438107b-60e2-4528-be3d-c51591a90424
18,16,BigBird,-82,72,Single Order,Salt Lake City,7/3/20,1b92e718-2577-4850-a8fa-46c59413308d,Ground,On Time,3438107b-60e2-4528-be3d-c51591a90424
15,14,GlobalFreight,321,-13,Bulk Order,New York City,11/26/21,7e6efb84-d546-4188-be8f-5b678b21d9bc,Ground,On Time,3438107b-60e2-4528-be3d-c51591a90424
15,14,BigBird,23,244,Bulk Order,Atlanta,12/18/21,178d7a1f-9c75-4b7a-a134-c7ac4713c23a,Ground,On Time,3438107b-60e2-4528-be3d-c51591a90424
16,15,Shipper,-164,-27,Single Order,Houston,3/13/21,8be99cf5-8789-4f51-a306-bbf1d1018ae0,Standard,On Time,3438107b-60e2-4528-be3d-c51591a90424
15,14,GlobalFreight,-98,-46,Single Order,Atlanta,11/28/21,492762d1-153d-4d7b-b963-acb22fe2fb1f,Standard,On Time,3438107b-60e2-4528-be3d-c51591a90424
8,8,GlobalFreight,-106,-41,Bulk Order,Salt Lake City,4/29/21,5565a486-bfce-4a7f-9bc7-253e022f7061,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
15,15,Shipper,84,-19,Single Order,Chicago,5/16/21,63aa39c2-dc59-45ac-b3f9-2903d8848956,Express,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
12,12,BigBird,100,14,Bulk Order,New York City,2/17/21,fb811ce9-053a-4bd1-a4f4-68cb376a8602,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
21,16,BigBird,-54,77,Single Order,Houston,6/30/20,5b75dbf8-7767-4715-85f7-078a30258555,Ground,Late,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
14,14,GlobalFreight,-8,-107,Single Order,San Francisco,5/21/20,932230dc-6980-44f1-aa5c-6bcf39e1d6ff,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
11,11,MicroCarrier,-139,-65,Bulk Order,Las Vegas,10/25/21,988e9f58-e05d-4b37-9711-c54f5af0fab0,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
17,17,BigBird,34,90,Single Order,Houston,2/1/20,0a4e65c3-9a4a-4c20-a2c8-2f8cc95200bb,Standard,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
12,13,GlobalFreight,-132,-35,Bulk Order,Seattle,5/14/21,d4af8445-9640-4ade-94f1-63d28fdbebcc,Standard,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
14,13,MicroCarrier,-97,76,Bulk Order,Seattle,2/12/20,40efefcf-60bf-470f-bb08-463f4a0ddae5,Standard,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
10,10,Shipper,138,83,Bulk Order,Salt Lake City,11/6/20,f6d2678a-f104-4ee8-9c93-3d2dce8abdfe,Express,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
14,13,GlobalFreight,-204,56,Bulk Order,Las Vegas,6/25/21,1406ff38-f61d-43a7-b6ea-291acfe349a1,Ground,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
16,14,MicroCarrier,-254,40,Bulk Order,New York City,1/25/20,08524ec6-3979-467f-8d28-7e1513fa5b45,Ground,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
14,14,MicroCarrier,-9,150,Single Order,Houston,1/8/21,57923c76-4d91-4af0-b54c-fea736f3b50a,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
13,13,MicroCarrier,214,11,Single Order,San Francisco,1/30/21,f87465b5-e68a-47c9-978d-829fb50982a5,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
7,7,MicroCarrier,177,18,Bulk Order,Salt Lake City,1/15/21,16e09995-3ebf-4e4e-837c-36993dbad177,Express,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
15,14,GlobalFreight,-266,33,Bulk Order,Las Vegas,1/31/21,662a454e-4303-40bb-97ec-a387d846aa19,Ground,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
19,16,BigBird,-33,-161,Single Order,Atlanta,5/4/21,c6153e48-fb9a-4e50-a745-6344db8e41f0,Ground,Late,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
23,15,BigBird,-162,220,Single Order,Seattle,12/19/21,89444991-3256-4091-968a-390a7d81e714,Standard,Late,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
13,13,GlobalFreight,-164,-52,Bulk Order,Seattle,7/10/20,3977f53e-9adb-4a3f-a225-80276852ca68,Standard,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
11,11,MicroCarrier,123,61,Bulk Order,Atlanta,6/30/20,f21386d5-d764-4cf4-be47-2750ecb807d8,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
12,12,MicroCarrier,-70,45,Bulk Order,Las Vegas,5/24/20,8e9b8566-8ca3-49f5-9e1b-9b7ec6cc7aa0,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
19,13,GlobalFreight,239,-8,Bulk Order,San Francisco,6/6/20,b2d00edb-0968-4254-a6d1-f705da9ec1a6,Ground,Late,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
22,15,BigBird,-64,147,Bulk Order,New York City,6/30/21,4a779c3c-181d-4b84-b9cf-b776223cb464,Ground,Late,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
15,14,MicroCarrier,-9,-218,Bulk Order,New York City,6/1/20,fb1e2d9d-ac7d-4942-845a-e001aad21ace,Standard,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
15,15,Shipper,62,-45,Single Order,Houston,4/29/20,b597aa3c-1935-4c75-8e7a-1ba68b3a9d54,Express,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
15,14,GlobalFreight,-109,106,Bulk Order,Las Vegas,8/9/21,97efe79e-40b5-4453-a50a-4805b43d2d51,Ground,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
14,13,MicroCarrier,-8,-295,Bulk Order,Atlanta,10/24/21,c1afd1f0-7554-49a9-88fb-8a52571d9a4a,Standard,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
17,15,GlobalFreight,-154,38,Bulk Order,Atlanta,12/27/20,3158aa54-ebc3-46b6-9e7c-f978f422eee7,Ground,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
13,12,MicroCarrier,-84,174,Bulk Order,Las Vegas,6/21/21,ed42487c-0338-4b1e-b706-366092698a4b,Standard,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
15,14,Shipper,12,-211,Single Order,Houston,10/11/20,cb5c681f-c0ce-498d-99dd-0097c3814785,Standard,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
22,13,BigBird,249,-36,Bulk Order,Atlanta,10/20/21,c20ea600-bf9e-49d5-81e8-68e43248f778,Ground,Late,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
18,16,BigBird,33,-157,Bulk Order,San Francisco,4/11/21,d5160cd7-6cb7-43c7-acce-fb8e7422598e,Ground,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
13,14,MicroCarrier,-138,72,Single Order,Chicago,11/26/20,6fb3c047-8e64-49eb-bde0-19c06d3d2362,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
8,8,MicroCarrier,11,196,Bulk Order,Salt Lake City,8/24/20,931e5df8-9792-47ff-9e00-131372a52885,Express,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
16,15,BigBird,17,224,Single Order,New York City,10/4/20,453903bf-3f33-4066-83c4-6d7d33cd6311,Ground,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
15,14,Shipper,-193,8,Single Order,Chicago,2/16/20,51f8e6ee-cf0d-4da2-a6b3-e9603306673f,Standard,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
15,15,MicroCarrier,-96,-51,Single Order,Chicago,9/16/21,8c339e7b-f5c4-4179-a0f8-2ecfb26b23c6,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
15,14,MicroCarrier,-114,99,Bulk Order,Atlanta,11/7/21,3f84dbe5-f052-4888-9ec1-62864e4c0f05,Ground,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
15,13,MicroCarrier,39,250,Bulk Order,Las Vegas,5/10/20,d0fcc3f2-3133-489e-b54f-216e656ba612,Ground,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
17,13,GlobalFreight,-63,105,Single Order,New York City,1/7/20,703b2654-733c-4294-a82b-e3dc81a6d2f0,Air,Late,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
12,11,GlobalFreight,319,14,Bulk Order,Seattle,9/23/20,ed256782-48ac-4474-9062-fa5923c610f7,Ground,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
15,15,BigBird,8,-199,Single Order,Atlanta,10/20/21,f837bb4b-3e70-4cdc-b594-a2236996598a,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
10,10,GlobalFreight,-108,-15,Bulk Order,New York City,2/22/21,55c85b6a-3112-4f43-99cc-65a7fc73a654,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
13,13,MicroCarrier,193,41,Single Order,Atlanta,9/9/21,2a50d0eb-e9e8-429e-b05d-e61e2a19d3c5,Express,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
15,15,MicroCarrier,-10,163,Single Order,Seattle,2/17/20,b5f4f4dc-a2bc-45b2-a00e-33418194a585,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
16,15,MicroCarrier,232,-60,Single Order,Chicago,4/17/21,2e02628c-982d-482f-84f6-17a04fe428ad,Standard,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
12,12,GlobalFreight,-67,-130,Bulk Order,Las Vegas,3/24/20,83e37539-e1e2-4f64-8d20-ec10555d6cda,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
13,13,BigBird,118,-26,Single Order,Atlanta,11/29/21,d7aa4fb3-12bb-465a-9f54-ed74d07cea4c,Express,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
14,14,MicroCarrier,113,22,Single Order,San Francisco,6/5/20,0cfe1211-b772-4350-8f44-db2f8a8d0e3b,Express,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
16,15,MicroCarrier,7,-173,Bulk Order,Seattle,2/18/21,fce8a4d6-de49-4703-900c-0b36e4514ee2,Ground,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
14,14,Shipper,-11,117,Single Order,San Francisco,5/13/21,2c7c057f-5693-4a28-880a-f9cdb8c6cc03,Express,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
14,13,Shipper,-49,-105,Bulk Order,Chicago,1/6/20,56745776-f075-4dac-a812-5adf84038f63,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
14,14,MicroCarrier,-85,43,Single Order,Houston,3/8/20,9f08f642-0cb3-4b8e-a4b5-de4940d033e5,Express,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
13,14,Shipper,-100,28,Single Order,Houston,6/3/20,e7a2b6cd-1679-4263-a8ed-a57630fc2756,Express,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
15,13,MicroCarrier,-178,74,Bulk Order,Houston,9/8/21,0bb59a75-5518-4a8a-a115-87329462dcb6,Ground,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
12,12,GlobalFreight,-142,19,Bulk Order,Chicago,11/4/20,91c55ce5-4bc7-4487-aead-90259fc8b05d,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
6,7,MicroCarrier,182,-13,Bulk Order,Salt Lake City,6/6/21,e5acf240-daf7-4076-a7a6-198743821f96,Express,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
13,13,Shipper,-113,31,Single Order,Chicago,4/22/20,488e52a3-f7e8-44c6-8fe1-cd6934d22900,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
20,14,MicroCarrier,122,71,Bulk Order,Las Vegas,3/13/21,61128265-e6ad-4ee2-89f8-b4812c8854c0,Ground,Late,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
10,10,Shipper,129,-46,Bulk Order,Salt Lake City,4/13/21,be4536b2-b34a-4790-8b12-fd6ce59177c5,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
12,12,BigBird,-19,-161,Single Order,New York City,9/23/20,7cbe1350-f1db-45a8-bc23-a5d7124c418c,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
17,14,Shipper,-19,-231,Single Order,Las Vegas,5/9/21,7501d8f2-59a7-4f5a-855a-48f1916a596c,Standard,Late,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
5,5,GlobalFreight,94,-59,Bulk Order,Salt Lake City,7/29/20,e849c748-b541-4df1-961b-b32a11fe8f7a,Standard,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
16,15,BigBird,-24,214,Single Order,San Francisco,7/10/20,551bde88-877e-4d44-8423-05d3a149e11a,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
16,14,GlobalFreight,-45,-249,Bulk Order,Houston,2/1/21,da3bfbf2-933a-4620-a4c4-a64a2cf5342d,Ground,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
9,10,Shipper,-163,-28,Bulk Order,Salt Lake City,2/12/20,28e1f390-42bd-40b1-889a-1ddb6923cf77,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
17,17,BigBird,-12,-176,Single Order,Chicago,3/27/21,7d33b242-dbf0-4f2e-b390-f4020d958717,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
16,15,MicroCarrier,-12,-261,Single Order,Chicago,4/29/21,35c4d086-8acd-4d28-85f8-9b810a26ef0f,Standard,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
12,12,MicroCarrier,58,-63,Bulk Order,Houston,11/8/21,714950ec-129b-4fcd-9b12-73398cdbfe0b,Air,On Time,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
23,14,BigBird,-242,63,Single Order,Las Vegas,8/10/21,7305f0b6-51df-41af-a4b1-debd0c8405ce,Air,Late,a48479a0-3eaa-4c99-ab9f-c46832d69a6d
9,9,MicroCarrier,17,-173,Bulk Order,Salt Lake City,3/18/20,2e757ab4-d661-4e20-bee0-0174eeca8d08,Express,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
23,15,MicroCarrier,-376,12,Single Order,Atlanta,8/3/20,d11d9451-84e1-458b-96dd-c08d664efe53,Air,Late,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
13,13,BigBird,40,-120,Single Order,New York City,8/7/21,342ac07f-333e-4a33-80b7-f81654d5983f,Express,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
13,13,MicroCarrier,-80,94,Bulk Order,Seattle,7/14/21,1a65885e-44c9-4ae9-aac7-509f0eb76dc4,Standard,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
10,10,BigBird,18,140,Single Order,Salt Lake City,9/20/21,a8bcec5d-3952-454a-882e-20ac8ea221ce,Express,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
15,14,GlobalFreight,13,250,Single Order,New York City,2/14/20,957fc281-eb78-4c08-bf40-fdb959a98b29,Air,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
19,13,Shipper,40,136,Bulk Order,Seattle,6/14/21,3f964841-6941-48a5-a4ce-b95127d1a0db,Standard,Late,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
15,14,GlobalFreight,-174,45,Bulk Order,San Francisco,3/27/21,6f2236ff-d235-4cea-9fd4-527bd53b7578,Ground,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
14,15,MicroCarrier,15,-266,Single Order,Seattle,3/28/20,2c340036-0302-432e-9f16-2bdf75e4dab8,Standard,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
16,15,MicroCarrier,-133,-10,Bulk Order,Chicago,5/30/20,fc5a7299-eed8-416f-9713-dfedeab4e88f,Ground,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
11,11,Shipper,-87,-102,Bulk Order,Salt Lake City,10/17/20,10995cb6-c875-418e-898d-1f14ec2bbb87,Air,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
16,15,MicroCarrier,-21,160,Single Order,Chicago,6/10/20,f5e89eec-ee50-4a7f-9b09-9e21088b58f9,Standard,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
24,16,BigBird,33,-182,Bulk Order,Seattle,5/13/20,781d1376-d8f4-44af-a08b-2c59192e7cbb,Ground,Late,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
14,14,BigBird,16,169,Single Order,San Francisco,11/16/20,ac525c32-b599-4530-888a-c3d6ea1ab46c,Express,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
16,15,Shipper,-12,-256,Bulk Order,Houston,9/29/20,645575d8-80d1-417c-b6f1-24a5fafcdf29,Ground,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
14,13,Shipper,-67,-110,Bulk Order,New York City,5/17/21,5145a69e-fc63-4685-b112-3bc2d5096376,Standard,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
19,15,MicroCarrier,304,20,Bulk Order,San Francisco,11/21/20,85fb2793-2ad0-45e0-90d5-de4295f9a852,Ground,Late,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
16,16,BigBird,18,-99,Single Order,Las Vegas,10/30/20,362a4428-d1c6-4bcb-83f5-1a311f4aef61,Air,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
13,13,Shipper,-174,14,Single Order,Atlanta,9/12/21,4285789a-5b6c-4429-a7c3-e52bc2ff703a,Express,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
15,14,GlobalFreight,-86,200,Bulk Order,Las Vegas,7/29/20,e463ff2a-4656-4248-8643-5fdfe1592a9d,Standard,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
17,14,GlobalFreight,387,31,Bulk Order,Las Vegas,12/15/21,71bcd86f-19cf-4dd5-8b96-852a6bd0dda5,Ground,Late,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
22,14,BigBird,-13,299,Single Order,Las Vegas,7/21/20,99d9439c-2ee2-4cd4-b9cf-8069254cf14d,Ground,Late,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
15,15,Shipper,-121,-7,Single Order,Seattle,6/27/21,1b1505f7-e858-4cde-92d0-7fc64b6163a9,Express,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
11,11,GlobalFreight,-99,-60,Bulk Order,Atlanta,1/5/20,24af1b28-ca38-4558-8d82-79326f78136e,Air,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
9,9,MicroCarrier,10,84,Bulk Order,Salt Lake City,12/1/20,90c5a81f-fd31-4db3-b118-50dd5658a95a,Express,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
17,13,Shipper,-13,-240,Bulk Order,Houston,4/20/21,951c03ef-eddc-4b6d-ab07-f0fa1ff82949,Standard,Late,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
13,12,Shipper,-74,189,Bulk Order,Seattle,5/16/21,536e61dd-1577-4615-b846-d384eb0de79d,Air,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
19,13,GlobalFreight,-250,28,Bulk Order,San Francisco,1/16/20,9a66f73d-cf61-4e8f-9e12-16ddf9436a43,Ground,Late,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
12,12,BigBird,49,60,Single Order,Salt Lake City,1/8/20,cdd85308-135d-4c4a-bfb3-c2b34e95c710,Air,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
19,16,MicroCarrier,-24,-226,Single Order,Chicago,10/11/21,ea637e43-649c-4893-82a2-64e664014d19,Standard,Late,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
15,15,Shipper,-56,146,Single Order,Houston,1/10/21,8df02325-7d09-48b0-92f4-a00479e1c905,Express,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
12,12,Shipper,-10,151,Bulk Order,Chicago,11/8/21,b84e66fb-fedf-4155-88e3-31e77740f10a,Express,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
18,18,BigBird,96,24,Single Order,Houston,3/1/21,95804948-5918-4649-b63b-083fb1cca0b5,Standard,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
14,14,BigBird,-9,158,Single Order,New York City,7/25/21,eaa8f18f-27bd-4684-aa8f-283db79fe753,Standard,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
16,14,MicroCarrier,12,-232,Bulk Order,Seattle,9/13/21,eebce921-9856-47e8-abe1-ececc84674d7,Standard,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
15,15,MicroCarrier,137,12,Single Order,Seattle,12/2/21,37286446-de53-49ee-a036-f2185e9e4625,Air,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
15,15,MicroCarrier,105,-70,Single Order,Seattle,11/4/21,5da6f4da-d9b8-42be-b3ab-7915da921646,Air,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
10,10,Shipper,-75,-89,Bulk Order,Salt Lake City,5/2/21,f127596a-8933-4068-ae11-75b0f46601e2,Air,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
14,13,GlobalFreight,-15,347,Bulk Order,New York City,8/25/21,0e4d5c47-81b0-4bdf-9bf2-df921c85039c,Standard,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
14,13,MicroCarrier,248,120,Bulk Order,Seattle,5/22/20,12dec028-8787-489b-af33-8c612df71cc3,Ground,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
10,11,Shipper,119,-57,Bulk Order,Salt Lake City,2/28/21,9202f851-28bc-44b0-a8e4-08b4c692e4bd,Air,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
14,13,MicroCarrier,-216,8,Bulk Order,Seattle,8/6/20,8d11a552-644f-4226-8400-6a78eb715f63,Ground,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
16,17,BigBird,-111,-16,Single Order,San Francisco,11/25/21,7004532f-cc9c-42af-9e35-59ae32a38c4d,Express,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
8,8,MicroCarrier,-25,114,Bulk Order,Salt Lake City,11/2/21,b0648487-99ee-45c6-8e65-c58ee4202532,Air,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
11,11,GlobalFreight,84,-116,Bulk Order,Las Vegas,12/11/21,182bfa01-c58e-4cb1-89d8-98c46ef5749b,Air,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
12,12,BigBird,-31,-142,Single Order,New York City,12/19/21,d224b357-237c-46aa-a46f-0500f1f995ea,Express,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
13,12,GlobalFreight,157,66,Bulk Order,Seattle,10/20/20,c9ff650a-3be8-4da7-9351-22b78776bd07,Ground,On Time,c67e07cd-7e18-4e80-a2ff-9ea25234bd5e
