age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,deposit
27,technician,married,professional.course,no,yes,no,cellular,jul,mon,634,3,999,0,nonexistent,no
47,retired,married,university.degree,no,no,no,telephone,jul,tue,863,10,999,0,nonexistent,no
51,technician,married,professional.course,no,no,yes,telephone,may,thu,193,1,999,0,nonexistent,no
29,admin.,married,university.degree,no,yes,no,cellular,apr,fri,430,1,999,0,nonexistent,no
29,self-employed,married,university.degree,unknown,yes,no,telephone,jun,wed,199,6,999,0,nonexistent,no
30,technician,single,university.degree,no,yes,yes,cellular,jul,wed,63,1,999,0,nonexistent,no
39,entrepreneur,divorced,university.degree,no,no,no,telephone,jun,fri,8,4,999,0,nonexistent,no
86,retired,married,unknown,unknown,yes,yes,cellular,sep,tue,211,1,7,4,success,yes
58,retired,married,professional.course,no,yes,no,cellular,jul,fri,96,2,999,0,nonexistent,no
53,unemployed,married,basic.9y,unknown,no,no,cellular,may,tue,205,2,999,1,failure,no
36,management,married,university.degree,unknown,yes,no,telephone,jul,thu,28,1,999,0,nonexistent,no
36,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,268,1,999,0,nonexistent,no
58,management,married,university.degree,unknown,yes,no,cellular,jul,mon,332,2,999,0,nonexistent,no
37,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,258,5,999,0,nonexistent,no
44,services,divorced,high.school,no,no,no,cellular,apr,tue,562,1,999,0,nonexistent,no
43,housemaid,single,basic.9y,no,no,no,cellular,nov,tue,173,1,999,0,nonexistent,no
30,admin.,married,university.degree,no,no,no,telephone,may,wed,573,1,999,0,nonexistent,no
30,technician,single,university.degree,no,no,no,cellular,nov,thu,59,2,999,0,nonexistent,no
38,blue-collar,married,basic.9y,no,no,yes,cellular,apr,mon,276,2,999,0,nonexistent,no
39,services,divorced,high.school,no,no,no,cellular,jul,wed,160,1,999,0,nonexistent,no
37,entrepreneur,married,basic.9y,no,yes,yes,telephone,jun,thu,102,2,999,0,nonexistent,no
45,self-employed,married,basic.4y,unknown,no,no,telephone,jun,fri,339,1,999,0,nonexistent,no
35,technician,married,university.degree,no,yes,no,cellular,aug,mon,318,3,999,0,nonexistent,no
40,admin.,married,university.degree,unknown,yes,no,telephone,may,mon,142,1,999,0,nonexistent,no
25,blue-collar,single,basic.6y,no,no,no,cellular,mar,tue,228,4,999,0,nonexistent,yes
43,admin.,single,university.degree,no,no,no,cellular,may,tue,107,1,999,0,nonexistent,no
29,admin.,married,university.degree,no,yes,no,cellular,aug,thu,69,1,999,1,failure,no
33,technician,single,high.school,no,yes,no,cellular,jul,fri,270,1,999,0,nonexistent,no
57,blue-collar,married,unknown,unknown,yes,no,telephone,may,thu,106,1,999,0,nonexistent,no
32,services,married,high.school,no,no,no,cellular,oct,mon,217,1,999,0,nonexistent,no
52,admin.,divorced,high.school,no,yes,yes,cellular,may,mon,80,2,999,0,nonexistent,no
54,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,121,1,999,0,nonexistent,no
27,technician,single,professional.course,no,no,no,cellular,may,thu,256,1,11,1,success,no
37,admin.,divorced,university.degree,no,no,yes,cellular,nov,fri,132,1,999,0,nonexistent,yes
52,blue-collar,married,basic.4y,no,yes,no,cellular,aug,fri,362,2,999,0,nonexistent,no
45,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,fri,26,11,999,0,nonexistent,no
46,admin.,divorced,professional.course,no,yes,no,cellular,jul,mon,276,2,999,0,nonexistent,no
38,admin.,single,university.degree,unknown,yes,no,cellular,sep,wed,153,1,3,1,success,yes
39,blue-collar,married,unknown,unknown,no,no,cellular,apr,thu,156,1,9,1,success,no
37,admin.,married,high.school,no,unknown,unknown,cellular,nov,thu,518,2,999,0,nonexistent,no
45,technician,married,high.school,no,yes,no,cellular,aug,mon,84,1,999,0,nonexistent,no
49,technician,married,university.degree,no,yes,no,telephone,nov,thu,14,7,999,0,nonexistent,no
38,technician,single,university.degree,no,yes,yes,cellular,aug,fri,572,1,999,0,nonexistent,no
36,entrepreneur,married,high.school,no,no,no,cellular,jul,mon,500,2,999,0,nonexistent,no
51,technician,married,professional.course,no,yes,no,telephone,aug,fri,115,2,999,0,nonexistent,no
34,entrepreneur,married,basic.4y,no,yes,no,telephone,jun,wed,250,1,999,0,nonexistent,no
40,blue-collar,divorced,basic.6y,no,no,no,telephone,may,mon,162,4,999,0,nonexistent,no
27,admin.,married,university.degree,no,yes,no,cellular,sep,tue,173,2,6,2,failure,yes
26,services,married,high.school,no,no,yes,cellular,may,fri,676,3,999,0,nonexistent,no
48,admin.,married,university.degree,no,yes,no,cellular,jul,mon,99,2,999,0,nonexistent,no
44,admin.,married,university.degree,no,yes,no,cellular,jul,thu,947,6,999,0,nonexistent,no
20,student,single,high.school,no,yes,no,cellular,nov,wed,166,1,7,1,success,yes
36,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,597,3,999,0,nonexistent,no
42,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,212,1,999,0,nonexistent,no
48,blue-collar,married,professional.course,no,no,no,telephone,may,fri,245,4,999,0,nonexistent,no
25,entrepreneur,single,university.degree,no,yes,no,cellular,may,thu,415,3,999,0,nonexistent,no
70,retired,married,professional.course,no,no,no,cellular,aug,fri,70,3,999,0,nonexistent,no
53,technician,married,professional.course,unknown,yes,no,cellular,may,tue,103,1,999,0,nonexistent,no
44,admin.,married,basic.9y,unknown,no,no,cellular,may,wed,217,3,999,1,failure,no
41,technician,married,professional.course,no,no,no,cellular,aug,tue,174,1,999,0,nonexistent,no
41,services,married,high.school,no,no,no,cellular,may,thu,116,4,999,1,failure,no
25,admin.,single,basic.9y,no,yes,no,cellular,jul,thu,115,4,999,0,nonexistent,no
53,management,single,professional.course,unknown,no,no,cellular,jul,wed,76,5,999,0,nonexistent,no
37,admin.,married,university.degree,unknown,no,no,cellular,aug,thu,535,1,999,0,nonexistent,yes
41,technician,married,university.degree,no,yes,no,cellular,aug,mon,227,1,999,0,nonexistent,no
48,self-employed,divorced,university.degree,no,no,no,cellular,aug,fri,222,4,999,0,nonexistent,yes
28,blue-collar,single,basic.9y,no,no,no,telephone,jul,thu,610,2,999,0,nonexistent,no
56,blue-collar,divorced,basic.4y,no,yes,no,telephone,aug,mon,361,1,12,4,failure,no
54,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,mon,351,1,999,0,nonexistent,no
34,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,1479,4,999,0,nonexistent,yes
36,admin.,single,university.degree,no,yes,no,cellular,aug,mon,770,7,999,0,nonexistent,no
38,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,fri,383,3,999,0,nonexistent,no
34,admin.,single,university.degree,no,no,no,telephone,jun,thu,406,2,999,0,nonexistent,no
33,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,339,1,999,1,failure,no
28,admin.,single,university.degree,no,no,no,cellular,mar,thu,237,1,999,0,nonexistent,yes
47,blue-collar,single,basic.6y,unknown,no,no,cellular,may,wed,87,1,999,0,nonexistent,no
40,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,203,1,999,0,nonexistent,no
51,management,married,university.degree,no,yes,no,cellular,aug,thu,386,1,999,0,nonexistent,no
26,admin.,single,university.degree,no,yes,no,telephone,dec,wed,395,1,999,0,nonexistent,yes
22,admin.,single,basic.9y,no,yes,yes,cellular,may,fri,34,10,999,0,nonexistent,no
34,admin.,married,high.school,no,yes,no,telephone,may,tue,207,1,999,0,nonexistent,no
54,management,married,university.degree,no,yes,no,cellular,nov,mon,216,1,999,0,nonexistent,no
27,technician,single,high.school,no,yes,no,telephone,jul,wed,109,1,999,0,nonexistent,no
35,admin.,single,university.degree,no,yes,yes,cellular,apr,thu,358,1,999,0,nonexistent,no
28,technician,single,professional.course,no,yes,no,telephone,may,mon,296,1,999,1,failure,no
30,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,214,1,999,0,nonexistent,yes
32,admin.,single,university.degree,no,no,no,cellular,nov,mon,137,1,999,1,failure,no
38,admin.,single,university.degree,no,no,no,cellular,may,mon,190,3,999,0,nonexistent,no
31,technician,married,professional.course,no,no,no,telephone,jun,fri,163,2,999,0,nonexistent,no
52,management,married,university.degree,no,yes,no,cellular,aug,tue,72,1,999,0,nonexistent,no
48,technician,married,university.degree,no,yes,yes,cellular,aug,mon,159,1,999,0,nonexistent,no
29,unemployed,single,university.degree,no,yes,no,telephone,jun,tue,198,1,999,0,nonexistent,no
28,technician,single,professional.course,no,yes,no,cellular,nov,wed,238,2,6,1,success,yes
44,admin.,married,university.degree,unknown,no,no,telephone,may,wed,202,1,999,0,nonexistent,no
24,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,tue,88,3,999,0,nonexistent,no
22,student,single,high.school,no,yes,yes,telephone,may,thu,382,3,999,1,failure,no
25,student,single,high.school,no,no,no,telephone,may,fri,112,4,999,0,nonexistent,no
30,management,married,university.degree,no,unknown,unknown,cellular,sep,wed,210,1,999,1,failure,no
30,admin.,single,university.degree,no,yes,no,cellular,jul,thu,39,2,999,0,nonexistent,no
30,admin.,single,university.degree,no,no,no,cellular,aug,tue,343,1,999,0,nonexistent,yes
42,admin.,married,high.school,no,yes,yes,telephone,jul,mon,388,1,999,0,nonexistent,no
51,entrepreneur,married,university.degree,no,no,no,telephone,nov,mon,81,1,999,0,nonexistent,no
30,admin.,single,university.degree,no,no,yes,cellular,jul,tue,135,2,999,0,nonexistent,no
39,admin.,married,high.school,no,no,no,cellular,may,mon,1063,5,999,0,nonexistent,yes
37,technician,married,university.degree,no,no,no,telephone,may,tue,173,3,999,0,nonexistent,no
48,admin.,married,high.school,no,yes,yes,telephone,jun,wed,105,1,999,0,nonexistent,no
36,services,single,high.school,no,yes,no,cellular,nov,thu,128,1,999,0,nonexistent,no
58,management,unknown,university.degree,no,yes,no,telephone,may,mon,366,1,999,0,nonexistent,no
31,services,single,high.school,no,no,no,cellular,nov,thu,151,1,999,0,nonexistent,no
42,blue-collar,single,basic.9y,unknown,no,no,cellular,may,thu,183,4,999,0,nonexistent,no
58,retired,divorced,basic.4y,no,no,no,telephone,aug,tue,34,1,999,0,nonexistent,no
38,admin.,married,university.degree,no,unknown,unknown,cellular,may,wed,118,1,999,0,nonexistent,no
36,unemployed,single,basic.4y,unknown,no,no,telephone,may,fri,122,1,999,0,nonexistent,no
33,blue-collar,single,high.school,no,no,no,cellular,may,mon,222,1,999,0,nonexistent,no
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,82,1,999,0,nonexistent,no
36,technician,divorced,professional.course,no,yes,no,cellular,aug,mon,282,1,999,0,nonexistent,no
37,services,single,high.school,no,yes,no,cellular,may,thu,30,6,999,0,nonexistent,no
36,self-employed,married,basic.9y,no,yes,yes,cellular,may,tue,731,1,999,0,nonexistent,yes
41,management,married,high.school,unknown,no,no,cellular,may,tue,256,1,999,0,nonexistent,no
32,admin.,married,university.degree,no,yes,yes,cellular,mar,mon,78,3,999,0,nonexistent,no
37,unemployed,married,high.school,no,no,no,telephone,may,tue,56,3,999,0,nonexistent,no
27,blue-collar,single,basic.6y,no,no,yes,telephone,may,fri,146,4,999,0,nonexistent,no
31,services,divorced,high.school,no,no,no,telephone,nov,mon,107,2,999,0,nonexistent,no
50,technician,married,university.degree,no,yes,no,cellular,aug,tue,541,1,999,0,nonexistent,no
40,unemployed,married,basic.9y,no,no,no,cellular,jun,mon,143,3,999,1,failure,no
37,technician,single,professional.course,no,no,no,telephone,may,thu,322,1,999,0,nonexistent,no
29,admin.,single,university.degree,no,no,no,cellular,aug,mon,716,2,999,0,nonexistent,yes
26,admin.,married,high.school,no,no,no,telephone,jun,tue,48,2,999,0,nonexistent,no
47,management,married,basic.4y,unknown,no,no,cellular,nov,wed,755,1,999,0,nonexistent,no
29,services,married,professional.course,no,yes,yes,telephone,may,thu,29,1,999,0,nonexistent,no
47,admin.,divorced,high.school,unknown,no,no,cellular,jul,mon,129,4,999,0,nonexistent,no
35,blue-collar,single,high.school,no,yes,yes,cellular,may,tue,259,3,999,0,nonexistent,no
34,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,963,2,999,0,nonexistent,yes
38,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,788,1,999,0,nonexistent,yes
33,admin.,single,university.degree,no,yes,no,cellular,aug,thu,273,3,999,0,nonexistent,no
38,technician,married,university.degree,no,yes,no,cellular,aug,mon,1374,6,999,0,nonexistent,yes
30,admin.,single,university.degree,no,yes,no,cellular,jun,thu,106,1,3,2,success,no
33,admin.,single,university.degree,no,yes,no,cellular,oct,mon,400,1,5,2,success,yes
57,services,married,high.school,no,yes,no,cellular,apr,thu,275,2,999,1,failure,no
50,entrepreneur,married,basic.9y,no,yes,no,cellular,nov,tue,241,2,999,1,failure,no
24,admin.,single,high.school,no,no,no,cellular,jun,thu,352,2,999,1,failure,yes
28,services,married,unknown,no,no,yes,telephone,may,fri,135,1,999,0,nonexistent,no
33,admin.,married,high.school,no,yes,no,telephone,may,fri,53,7,999,0,nonexistent,no
35,blue-collar,married,basic.4y,no,no,yes,cellular,may,mon,285,2,999,1,failure,no
40,technician,married,professional.course,no,no,no,telephone,may,tue,191,2,999,0,nonexistent,no
29,blue-collar,divorced,high.school,no,no,no,cellular,may,fri,760,1,999,0,nonexistent,yes
41,management,married,university.degree,no,no,yes,cellular,may,thu,35,1,999,0,nonexistent,no
61,technician,married,professional.course,no,no,no,cellular,oct,thu,76,1,999,0,nonexistent,no
47,self-employed,married,university.degree,no,no,no,cellular,aug,mon,230,4,999,0,nonexistent,no
33,self-employed,single,university.degree,no,no,no,telephone,may,fri,92,1,999,0,nonexistent,no
35,services,married,high.school,no,yes,no,cellular,apr,thu,466,2,999,2,failure,no
26,housemaid,married,basic.4y,no,no,no,cellular,jul,thu,62,1,999,0,nonexistent,no
39,admin.,married,university.degree,no,unknown,unknown,cellular,apr,fri,198,2,999,1,failure,no
36,self-employed,single,university.degree,no,no,no,cellular,jul,mon,84,1,999,0,nonexistent,no
30,blue-collar,single,basic.4y,unknown,no,no,telephone,may,fri,130,1,999,0,nonexistent,no
31,technician,single,professional.course,no,yes,no,cellular,aug,tue,162,1,999,0,nonexistent,no
35,student,single,university.degree,unknown,no,yes,telephone,may,fri,107,2,999,0,nonexistent,no
33,services,married,high.school,no,yes,no,cellular,may,tue,737,3,999,0,nonexistent,yes
43,blue-collar,married,unknown,unknown,no,no,telephone,may,fri,512,6,999,0,nonexistent,no
55,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,176,3,999,0,nonexistent,no
31,blue-collar,married,university.degree,no,yes,no,cellular,may,fri,1286,1,999,0,nonexistent,no
38,services,single,high.school,unknown,yes,no,cellular,jul,tue,204,3,999,0,nonexistent,no
28,technician,married,university.degree,no,yes,no,cellular,jul,wed,126,1,999,0,nonexistent,no
47,blue-collar,married,basic.4y,unknown,no,no,cellular,may,mon,1001,4,999,0,nonexistent,no
43,blue-collar,married,basic.4y,unknown,no,yes,cellular,may,thu,50,1,999,1,failure,no
39,technician,married,professional.course,no,no,no,telephone,may,thu,173,2,999,0,nonexistent,no
35,entrepreneur,married,basic.9y,no,no,no,telephone,may,fri,399,3,999,0,nonexistent,no
32,blue-collar,single,basic.4y,no,no,no,cellular,jul,mon,160,4,999,0,nonexistent,no
42,entrepreneur,married,university.degree,no,unknown,unknown,cellular,jul,thu,430,4,999,0,nonexistent,yes
46,admin.,married,high.school,unknown,no,no,telephone,jun,tue,490,6,999,0,nonexistent,no
34,admin.,single,high.school,no,yes,no,cellular,may,fri,217,6,999,1,failure,no
41,unemployed,married,university.degree,unknown,no,no,telephone,may,mon,729,2,999,0,nonexistent,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,tue,112,5,999,0,nonexistent,no
36,management,married,university.degree,unknown,yes,no,telephone,may,thu,488,1,999,0,nonexistent,no
53,management,married,university.degree,no,no,no,cellular,may,wed,147,2,999,0,nonexistent,no
54,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,150,3,999,0,nonexistent,no
25,self-employed,single,university.degree,no,no,no,cellular,aug,wed,169,2,999,1,failure,no
36,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,may,tue,170,2,999,0,nonexistent,no
37,technician,married,university.degree,no,yes,no,cellular,aug,wed,138,3,999,0,nonexistent,no
41,management,married,university.degree,unknown,yes,no,telephone,may,mon,27,1,999,0,nonexistent,no
41,services,married,high.school,unknown,no,yes,telephone,jul,mon,187,11,999,0,nonexistent,no
30,admin.,single,university.degree,no,yes,no,telephone,may,thu,206,3,999,0,nonexistent,no
51,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,mon,297,3,999,0,nonexistent,no
36,technician,single,basic.9y,no,no,no,cellular,nov,thu,174,1,999,0,nonexistent,no
56,management,married,university.degree,no,no,no,telephone,apr,fri,362,2,999,2,failure,no
31,services,single,high.school,no,no,no,telephone,jun,wed,49,2,999,0,nonexistent,no
34,technician,single,university.degree,no,yes,no,telephone,jul,thu,202,5,999,0,nonexistent,no
32,technician,married,university.degree,no,yes,no,telephone,jul,wed,196,1,999,0,nonexistent,no
36,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,120,3,999,0,nonexistent,no
40,services,married,basic.9y,unknown,no,no,cellular,jul,thu,63,1,999,0,nonexistent,no
28,services,single,basic.9y,no,yes,yes,cellular,jun,mon,252,5,999,0,nonexistent,no
34,technician,married,university.degree,no,no,no,telephone,may,tue,111,10,999,0,nonexistent,no
56,blue-collar,single,basic.4y,unknown,no,yes,cellular,nov,tue,307,1,999,0,nonexistent,no
31,admin.,single,basic.9y,no,no,no,telephone,jun,thu,105,2,999,0,nonexistent,no
45,technician,single,university.degree,unknown,no,no,cellular,aug,tue,117,4,999,0,nonexistent,no
41,services,divorced,high.school,no,yes,yes,telephone,jun,mon,273,1,999,0,nonexistent,no
41,services,married,basic.9y,no,yes,no,telephone,jun,wed,404,2,999,0,nonexistent,no
64,unemployed,married,basic.4y,no,yes,no,cellular,nov,thu,427,1,999,0,nonexistent,no
32,admin.,single,university.degree,no,no,no,cellular,aug,thu,109,1,999,0,nonexistent,no
58,retired,married,university.degree,no,yes,no,telephone,aug,mon,100,1,999,0,nonexistent,no
22,student,single,high.school,no,no,no,cellular,may,fri,312,1,999,0,nonexistent,no
29,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,170,2,999,0,nonexistent,no
41,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,thu,102,1,999,0,nonexistent,no
40,blue-collar,divorced,basic.6y,unknown,unknown,unknown,cellular,jul,fri,138,3,999,0,nonexistent,no
43,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,534,2,999,0,nonexistent,no
55,unknown,married,basic.4y,unknown,yes,no,telephone,may,mon,336,1,999,0,nonexistent,no
31,technician,single,professional.course,no,yes,no,cellular,nov,thu,155,1,999,0,nonexistent,no
48,self-employed,married,basic.9y,unknown,yes,no,telephone,may,tue,318,2,999,0,nonexistent,no
45,housemaid,divorced,basic.4y,unknown,no,no,cellular,jul,fri,420,1,999,0,nonexistent,yes
53,technician,married,professional.course,no,yes,no,telephone,jul,thu,144,1,999,0,nonexistent,no
43,admin.,single,university.degree,no,yes,no,telephone,may,mon,34,6,999,0,nonexistent,no
31,technician,single,high.school,no,yes,no,cellular,aug,thu,170,3,999,0,nonexistent,no
43,admin.,divorced,high.school,no,no,no,cellular,jul,mon,96,3,999,0,nonexistent,no
34,admin.,married,university.degree,no,no,no,cellular,nov,tue,140,2,999,1,failure,no
49,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,324,2,999,1,failure,no
58,retired,married,basic.9y,no,no,no,telephone,may,wed,256,4,999,0,nonexistent,no
35,management,married,university.degree,no,yes,no,cellular,apr,thu,584,1,999,0,nonexistent,no
42,blue-collar,married,basic.6y,unknown,no,no,cellular,may,mon,15,6,999,0,nonexistent,no
37,technician,married,professional.course,no,no,no,cellular,apr,fri,292,2,999,0,nonexistent,no
36,blue-collar,married,basic.6y,no,yes,yes,cellular,may,tue,333,2,999,0,nonexistent,no
52,services,divorced,basic.6y,no,no,no,telephone,may,tue,393,1,999,0,nonexistent,no
36,technician,married,professional.course,unknown,yes,no,telephone,may,wed,260,2,999,0,nonexistent,no
33,management,married,university.degree,no,yes,yes,cellular,nov,wed,138,1,999,0,nonexistent,no
54,retired,married,basic.4y,unknown,no,no,telephone,may,wed,1730,1,999,0,nonexistent,yes
61,technician,married,professional.course,no,no,no,cellular,oct,thu,106,2,999,1,failure,yes
51,management,married,high.school,no,yes,yes,cellular,aug,fri,228,4,999,0,nonexistent,yes
53,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,76,1,999,0,nonexistent,no
31,self-employed,single,university.degree,no,no,no,cellular,oct,fri,76,1,999,0,nonexistent,no
28,blue-collar,single,basic.4y,no,no,no,telephone,jun,tue,320,1,999,0,nonexistent,no
51,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,104,4,999,0,nonexistent,no
39,admin.,married,university.degree,no,yes,yes,cellular,jul,thu,604,2,999,0,nonexistent,no
54,management,married,university.degree,no,yes,yes,cellular,aug,thu,121,11,999,0,nonexistent,no
27,admin.,single,university.degree,no,no,no,cellular,jun,mon,138,3,999,0,nonexistent,yes
56,admin.,divorced,high.school,no,no,no,cellular,nov,tue,786,1,999,0,nonexistent,no
29,admin.,single,high.school,no,yes,no,telephone,may,thu,36,6,999,0,nonexistent,no
34,technician,divorced,professional.course,no,yes,no,cellular,apr,wed,139,2,999,0,nonexistent,no
46,entrepreneur,married,basic.9y,no,no,no,telephone,jun,mon,245,1,999,0,nonexistent,no
36,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,tue,136,1,999,0,nonexistent,no
32,technician,married,professional.course,no,yes,no,telephone,jun,mon,127,2,999,0,nonexistent,no
26,entrepreneur,married,professional.course,no,no,no,telephone,may,fri,75,10,999,2,failure,no
59,admin.,married,university.degree,unknown,yes,no,cellular,jun,fri,1543,1,999,0,nonexistent,yes
46,self-employed,divorced,high.school,no,no,no,cellular,sep,fri,267,2,999,1,failure,yes
30,blue-collar,single,high.school,no,yes,yes,cellular,may,fri,86,2,999,1,failure,no
29,blue-collar,single,basic.4y,unknown,yes,no,cellular,may,fri,206,1,999,0,nonexistent,no
45,technician,married,professional.course,no,no,no,telephone,nov,thu,35,2,999,0,nonexistent,no
51,admin.,married,university.degree,no,no,yes,cellular,nov,fri,220,1,999,0,nonexistent,no
53,unemployed,married,university.degree,no,unknown,unknown,cellular,nov,mon,126,1,999,0,nonexistent,no
24,admin.,single,high.school,no,yes,no,cellular,may,wed,437,2,999,0,nonexistent,no
58,retired,married,basic.4y,no,no,no,cellular,apr,wed,1307,1,999,0,nonexistent,yes
44,admin.,married,basic.6y,no,no,no,cellular,jul,wed,368,1,999,0,nonexistent,no
32,entrepreneur,married,university.degree,no,no,yes,cellular,nov,wed,49,2,999,1,failure,no
36,admin.,single,university.degree,no,yes,no,cellular,jul,thu,744,8,999,0,nonexistent,no
41,self-employed,married,professional.course,no,no,no,cellular,aug,tue,80,11,999,0,nonexistent,no
44,blue-collar,married,basic.6y,no,no,yes,cellular,nov,fri,240,3,999,0,nonexistent,no
40,admin.,single,unknown,unknown,yes,no,telephone,may,thu,177,1,999,0,nonexistent,no
38,technician,married,basic.9y,no,yes,no,telephone,may,mon,170,2,999,0,nonexistent,no
50,management,married,university.degree,no,no,yes,telephone,may,wed,187,3,999,0,nonexistent,no
36,admin.,single,high.school,no,yes,no,telephone,apr,fri,777,2,999,0,nonexistent,no
36,self-employed,single,basic.9y,no,no,no,cellular,nov,tue,94,1,999,0,nonexistent,no
45,admin.,married,university.degree,no,yes,no,cellular,aug,tue,245,1,999,0,nonexistent,no
37,admin.,married,university.degree,unknown,no,no,cellular,aug,thu,105,1,999,0,nonexistent,no
33,admin.,married,high.school,unknown,yes,no,telephone,may,fri,179,2,999,0,nonexistent,no
70,retired,married,basic.4y,unknown,no,no,cellular,oct,thu,122,1,14,3,failure,no
49,housemaid,married,basic.4y,no,no,no,telephone,may,mon,13,1,999,0,nonexistent,no
57,management,divorced,university.degree,unknown,no,no,cellular,apr,mon,322,2,999,0,nonexistent,no
35,services,married,high.school,no,no,no,cellular,apr,fri,280,1,999,1,failure,no
40,services,married,high.school,no,yes,no,telephone,jun,wed,85,6,999,0,nonexistent,no
54,technician,married,professional.course,unknown,yes,no,cellular,apr,mon,698,1,999,0,nonexistent,no
29,technician,single,university.degree,no,no,no,cellular,aug,wed,95,1,999,0,nonexistent,no
58,admin.,married,high.school,no,no,no,cellular,sep,thu,337,1,6,1,success,yes
64,housemaid,married,basic.4y,no,no,no,cellular,dec,thu,422,1,6,2,success,yes
53,entrepreneur,married,basic.9y,no,yes,no,cellular,nov,tue,146,2,999,1,failure,no
39,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,114,1,999,0,nonexistent,no
60,admin.,married,unknown,no,yes,no,cellular,oct,wed,290,1,999,1,failure,yes
40,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,jun,mon,65,1,999,0,nonexistent,no
29,admin.,single,high.school,no,yes,no,cellular,aug,fri,121,1,999,0,nonexistent,no
59,housemaid,single,professional.course,no,no,no,cellular,nov,wed,69,1,999,0,nonexistent,no
30,admin.,married,university.degree,no,no,yes,telephone,jul,fri,117,2,999,0,nonexistent,no
31,housemaid,divorced,high.school,no,yes,no,cellular,jul,mon,127,4,999,0,nonexistent,no
45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,90,3,999,0,nonexistent,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,thu,173,1,999,0,nonexistent,no
24,blue-collar,single,high.school,no,yes,no,cellular,sep,mon,202,1,999,3,failure,no
41,admin.,single,high.school,no,no,no,cellular,nov,mon,131,2,999,1,failure,no
50,technician,married,university.degree,unknown,yes,yes,cellular,nov,fri,63,1,999,0,nonexistent,no
35,admin.,married,university.degree,no,yes,no,cellular,aug,fri,193,1,999,0,nonexistent,no
55,services,divorced,high.school,unknown,no,no,cellular,jul,tue,204,3,999,0,nonexistent,no
36,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,97,6,999,0,nonexistent,no
52,admin.,married,university.degree,no,yes,no,cellular,apr,mon,181,2,999,1,failure,no
45,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,461,1,999,0,nonexistent,yes
41,blue-collar,married,professional.course,no,no,no,telephone,may,mon,144,2,999,0,nonexistent,no
42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,526,8,999,0,nonexistent,no
34,technician,single,professional.course,no,yes,no,cellular,may,tue,325,1,999,0,nonexistent,no
75,housemaid,divorced,basic.4y,no,no,no,cellular,apr,fri,95,4,999,0,nonexistent,no
46,technician,divorced,basic.4y,unknown,yes,no,cellular,nov,tue,262,2,999,0,nonexistent,no
38,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,thu,456,1,999,0,nonexistent,no
59,retired,married,professional.course,no,yes,no,telephone,jun,wed,109,9,999,0,nonexistent,no
42,housemaid,married,basic.4y,unknown,yes,no,telephone,jul,mon,122,3,999,0,nonexistent,no
56,retired,married,basic.6y,no,yes,no,telephone,jun,fri,51,19,999,0,nonexistent,no
33,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,339,1,999,0,nonexistent,no
33,technician,single,professional.course,no,no,no,cellular,aug,thu,14,1,999,0,nonexistent,no
49,management,married,university.degree,no,no,no,telephone,may,wed,166,3,999,0,nonexistent,no
28,management,married,high.school,unknown,no,no,telephone,may,tue,375,1,999,0,nonexistent,no
32,admin.,single,university.degree,unknown,no,no,telephone,may,tue,215,1,999,0,nonexistent,no
